1.5000000000000315,1.5000000000000473,1.500000000000034,1.5000000000000366,1.5000000000000289,1.5000000000000289,1.5000000000000333,1.5000000000000366,1.50000000000004,1.5000000000000362,1.5000000000000349
1.7677024517054982,1.4721689180819064,1.5024079411218998,1.5011197030292824,1.4959172548407091,1.5118956557610521,1.4653963496386457,1.5990448417374166,1.203436689221367,2.27202668251469,-1.323136252825118
1.8052868022558097,1.467397655040964,1.5051580813035372,1.4942798537743651,1.5155802942130008,1.454732415660925,1.6290795105614302,1.1096802235706535,2.4798859482477553,-2.282738383387865,-1.7548603114665708
1.7660222077398473,1.473454253530779,1.4991259004301007,1.5105852586004067,1.4683944063701129,1.590642289760842,1.2293387841133516,2.211533466946454,-1.059681910658208,2.4136142081398333,-1.3076289725370123
1.8067727517520011,1.4697734310962212,1.4977342357180414,1.5158601298292282,1.4528477960787027,1.6344752424804876,1.0926363428947405,2.515803249441461,-2.457056892768636,-2.591869549134303,-1.7806706918990636
1.7691283389101315,1.4677082290723198,1.515094052640356,1.4641775429321267,1.601655906981134,1.1954450927528035,2.290414258118901,-1.4046310016201964,1.5398874718517737,2.2501358745200117,-1.3250776953574703
1.8060507871116311,1.4643635098561956,1.5138242748681545,1.4690270118630475,1.5878123559562796,1.2381438187136553,2.1906561773942834,-0.9704176331698312,2.601092764014779,-2.274558277059092,-1.753943184942459
1.767564135459987,1.4667956789928733,1.51824119544984,1.4549049687411792,1.6277791732972768,1.113863472357281,2.470974412958998,-2.239873591205248,-1.558326028466395,2.4435820663657277,-1.3035955065242804
1.8089674877558288,1.4620820044849732,1.5196259658344546,1.4521123226162092,1.6354820127558223,1.0895648891673018,2.522203748467099,-2.488381215531675,-2.748702198351028,-2.60884941056027,-1.7814845874753595
1.764460599828781,1.4839069556868634,1.4686819669155107,1.5978011933511278,1.2064267564510591,2.265194123313639,-1.293032443229964,1.8485088637606586,1.170924713567268,2.274382656029214,-1.3240938801166837
1.801749760427294,1.4805011997906252,1.4675912692903312,1.6020255063656066,1.1932368961669229,2.2955780577162463,-1.4276496879183707,1.4731429512717054,2.4581447514940016,-2.284418504679018,-1.7560113299681217
